"","Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue"
"23","ALF","T5-T1",-0.0733060061652094,0.0158437853643567,-4.62679874028864,80,1.41144161065476e-05,2.11716241598214e-05
"26","CISY1","T5-T1",1.60444896840121,0.0228832459722855,70.1145707363544,100,0,0
"29","CISY2","T5-T1",0.326330924637657,0.122467451664789,2.66463391049298,100,0.00898644187508735,0.0118938201287921
"32","DHSA","T5-T1",1.00834516072899,0.117646868876988,8.57094770438234,100,1.32338584535319e-13,2.48134846003722e-13
"35","DHSB","T5-T1",1.44831047341979,0.0730596873872374,19.8236609711089,40,0,0
"38","DHSD","T5-T1",-0.340754996867369,0.131651481982819,-2.58831113585063,40,0.0133804666296773,0.0172034570952994
"41","ENO1","T5-T1",1.37979428532173,0.0144989366268568,95.1652056169344,100,0,0
"44","ENO2","T5-T1",-0.642552772846204,0.0163260979838337,-39.3574002485141,100,0,0
"47","F16P","T5-T1",0.355918750557922,0.153500621108858,2.31867954661575,100,0.0224479176977617,0.0273015215243047
"50","FUMH","T5-T1",0.682431054503463,0.0272072161489452,25.0827225677009,100,0,0
"53","G6PI","T5-T1",-0.124499347335511,0.0114376195582385,-10.885075054436,100,0,0
"56","HXKA","T5-T1",2.37739493007023,0.0421773384159109,56.3666418830587,100,0,0
"59","HXKB","T5-T1",0.018067218705418,0.111317965283633,0.162302811225336,40,0.871884532782947,0.871884532782947
"62","HXKG","T5-T1",2.16587156088222,0.0175708046569537,123.265359963186,100,0,0
"65","IDH1","T5-T1",0.618473163426329,0.0296282204884774,20.8744620240306,80,0,0
"68","IDH2","T5-T1",0.798094378908086,0.0241178287529553,33.0914688500013,100,0,0
"71","IDHC","T5-T1",0.160481635044462,0.144812538930496,1.10820261995052,100,0.270432618928286,0.297120935150628
"74","K6PF1","T5-T1",0.236848079799037,0.011284101182357,20.9895388185065,40,0,0
"77","K6PF2","T5-T1",-0.0404888542312669,0.0648959922925393,-0.623903769723568,100,0.53411144158425,0.546250337983892
"80","KPYK1","T5-T1",0.0439500981331374,0.0328328485196148,1.33860143468457,100,0.183735822949128,0.212002872633609
"83","KPYK2","T5-T1",0.486674919239847,0.196866898285518,2.47210132062942,100,0.015120409288045,0.0189005116100563
"86","MASY","T5-T1",-0.164875551485354,0.179250159616412,-0.919806999548459,100,0.359887113496832,0.385593335889463
"89","MDHC","T5-T1",0.976050627373777,0.0581007873164353,16.7992667992242,100,0,0
"92","MDHM","T5-T1",1.6342127709056,0.0255647695736924,63.9244084009777,80,0,0
"95","ODO1","T5-T1",1.28230218044622,0.0199383133065398,64.3134732979453,100,0,0
"98","ODO2","T5-T1",1.26734976710738,0.0373472514333835,33.9342178732473,40,0,0
"101","ODPA","T5-T1",0.584620067568375,0.0505612160009031,11.5626188175129,40,2.48689957516035e-14,4.86567308183547e-14
"104","ODPB","T5-T1",0.599490866730942,0.0286089672715993,20.9546489756052,100,0,0
"107","PDC1","T5-T1",-0.154453502385261,0.0190461763430803,-8.10942309905556,100,1.32116539930394e-12,2.37809771874709e-12
"110","PDC5","T5-T1",-0.335394696474767,0.192509894005122,-1.74222056589904,80,0.0853129753923558,0.101028523490948
"113","PDC6","T5-T1",-0.124557225853538,0.0193596326505428,-6.43386308520917,40,1.16094858171323e-07,1.80147193714122e-07
"116","PGK","T5-T1",-0.113747903773929,0.0169385610392181,-6.71532271900583,100,1.15590714777625e-09,2.00060852499735e-09
"119","PMG1","T5-T1",-0.0531147370849288,0.0145502028621817,-3.65044649810228,100,0.000418463778785405,0.000607447420817524
"122","PMG2","T5-T1",-0.146899137225227,0.230931889120151,-0.636114560812334,100,0.526155003169626,0.546250337983892
"125","PMG3","T5-T1",-0.181137090433692,0.0644510244845319,-2.81046099549844,100,0.00595265093841935,0.00811725127966274
"128","SDH3","T5-T1",0.635986302170954,0.0592301801917319,10.7375378584402,100,0,0
"131","SUCA","T5-T1",0.916955513875793,0.0297185332555252,30.8546692392807,100,0,0
"134","SUCB","T5-T1",1.23152565357502,0.159661373475274,7.71336001168587,40,1.94197280478647e-09,3.23662134131079e-09
"3","ACEA","T7-T1",6.51459288529903,0.124407458183122,52.3649705607671,100,0,0
"6","ACH1","T7-T1",5.39168380786092,0.0641452583204753,84.0542847442222,100,0,0
"9","ACON","T7-T1",2.12536788878082,0.0165111429317873,128.723244511987,100,0,0
"12","ADH1","T7-T1",-0.586427118480475,0.0142802808949688,-41.0655170436518,100,0,0
"15","ADH2","T7-T1",7.61471082224916,0.10531763967696,72.3023307928827,40,0,0
"18","ADH4","T7-T1",-0.891130253089238,0.317980114904536,-2.80247163680903,40,0.00778120369071189,0.00833700395433417
"21","ALDH6","T7-T1",-0.565941288440806,0.0188151187463034,-30.0790707766325,100,0,0
"24","ALF","T7-T1",-0.322914995184525,0.0158437853643567,-20.3811770835382,80,0,0
"27","CISY1","T7-T1",3.68901553246004,0.0228832459722855,161.210325533707,100,0,0
"30","CISY2","T7-T1",4.15316864433001,0.122467451664789,33.91242806046,100,0,0
"33","DHSA","T7-T1",2.16107426062916,0.117646868876988,18.3691608731957,100,0,0
"36","DHSB","T7-T1",3.52794539738918,0.0730596873872374,48.2885367232692,40,0,0
"39","DHSD","T7-T1",-0.54982982878781,0.131651481982819,-4.17640440127794,40,0.000155721007468745,0.00017091330088033
"42","ENO1","T7-T1",1.97875320198646,0.0144989366268568,136.47574666415,100,0,0
"45","ENO2","T7-T1",-1.26445481194124,0.0163260979838337,-77.4499095370684,100,0,0
"48","F16P","T7-T1",6.11808062228642,0.153500621108858,39.8570414770352,100,0,0
"51","FUMH","T7-T1",2.19799142513658,0.0272072161489451,80.7870754987843,100,0,0
"54","G6PI","T7-T1",-0.5086339665889,0.0114376195582385,-44.4702644635992,100,0,0
"57","HXKA","T7-T1",1.66101883916293,0.0421773384159109,39.3817841890262,100,0,0
"60","HXKB","T7-T1",-0.642110430126086,0.111317965283633,-5.76825518226117,40,1.00066589592274e-06,1.12574913291308e-06
"63","HXKG","T7-T1",2.89716487259116,0.0175708046569537,164.885156323481,100,0,0
"66","IDH1","T7-T1",2.15859600182642,0.0296282204884775,72.8560799885334,80,0,0
"69","IDH2","T7-T1",1.98912982916123,0.0241178287529553,82.4754935254066,100,0,0
"72","IDHC","T7-T1",6.03196939209854,0.144812538930496,41.653640193365,100,0,0
"75","K6PF1","T7-T1",0.128160564674545,0.011284101182357,11.3576227830115,40,4.35207425653061e-14,5.44009282066327e-14
"78","K6PF2","T7-T1",-0.823723502379178,0.0648959922925392,-12.6929795397223,100,0,0
"81","KPYK1","T7-T1",-0.193160945314304,0.0328328485196148,-5.88316134675026,100,5.37174726922274e-08,6.53320613824387e-08
"84","KPYK2","T7-T1",0.393966441969403,0.196866898285518,2.00118173954278,100,0.0480825521511217,0.0503189499255925
"87","MASY","T7-T1",6.22985745680576,0.179250159616412,34.7551013072312,100,0,0
"90","MDHC","T7-T1",5.84271618295822,0.0581007873164353,100.561738537843,100,0,0
"93","MDHM","T7-T1",2.85136857845981,0.0255647695736924,111.535078391398,80,0,0
"96","ODO1","T7-T1",2.59697653417312,0.0199383133065398,130.250563036408,100,0,0
"99","ODO2","T7-T1",2.68180603500157,0.0373472514333835,71.8073200054662,40,0,0
"102","ODPA","T7-T1",-0.0490522663237297,0.0505612160009031,-0.970155985228946,40,0.337798820107042,0.337798820107042
"105","ODPB","T7-T1",0.271119404347952,0.0286089672715993,9.47672811024876,100,1.33226762955019e-15,1.71291552370738e-15
"108","PDC1","T7-T1",-0.422110001468422,0.0190461763430803,-22.162453705401,100,0,0
"111","PDC5","T7-T1",-1.03532310500577,0.192509894005122,-5.37802542750464,80,7.28048829667927e-07,8.40056341924531e-07
"114","PDC6","T7-T1",-0.396386653291944,0.0193596326505428,-20.4749057199094,40,0,0
"117","PGK","T7-T1",-0.273485380331059,0.0169385610392181,-16.1457268830483,100,0,0
"120","PMG1","T7-T1",-0.379950254811379,0.0145502028621817,-26.1130554955307,100,0,0
"123","PMG2","T7-T1",0.306274384938375,0.23093188912015,1.32625418735056,100,0.187776667580972,0.192044319116903
"126","PMG3","T7-T1",-0.35532644343702,0.0644510244845319,-5.51312327893714,100,2.76104641150354e-07,3.26966022414893e-07
"129","SDH3","T7-T1",1.46480117658412,0.0592301801917319,24.7306554165877,100,0,0
"132","SUCA","T7-T1",1.49341658394454,0.0297185332555252,50.2520286281925,100,0,0
"135","SUCB","T7-T1",2.03933483623713,0.159661373475274,12.7728754416168,40,1.11022302462516e-15,1.46941282670977e-15
