"","Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue"
"22","NP_037030","Disease-Healthy",-0.210449814591601,0.223936630202888,-0.939773963736666,28,0.35537067919923,0.416043721989342
"23","NP_037244","Disease-Healthy",0.152817155137457,0.380054466902065,0.402092774709673,28,0.690668784973653,0.720697862581203
"24","NP_058690","Disease-Healthy",0.388360399334878,0.536962858671142,0.723253746629663,28,0.475522962267364,0.530816329972872
"25","NP_058716","Disease-Healthy",-2.39573701231535,0.188233133132329,-12.7274989925984,28,3.66817687336152e-13,1.76072489921353e-11
"26","NP_062016","Disease-Healthy",0.627344092420995,0.286031862842286,2.19326646404741,28,0.036756484040771,0.0608383184123107
"27","NP_062212","Disease-Healthy",-0.397655964030491,0.173278177505419,-2.29489927557701,28,0.029441743658372,0.0523408776148836
"28","NP_062242","Disease-Healthy",1.93857265787961,0.379513046293533,5.10805274499108,28,2.06399812634483e-05,0.00012383988758069
"29","NP_075213","Disease-Healthy",0.879367841448943,0.20466385334665,4.29664460562809,28,0.000188811549295398,0.000823904942379918
"30","NP_113692","Disease-Healthy",1.01181146851873,0.337904314071799,2.99437274513086,28,0.00569612210130344,0.0136706930431282
"31","NP_150641","Disease-Healthy",-2.70275705271489,0.266590173331128,-10.1382471039465,28,7.10200787068516e-11,1.13632125930963e-09
"32","NP_444180","Disease-Healthy",0.685142861332231,0.244811082946371,2.79865949321551,28,0.00918475505121896,0.0200394655662959
"33","NP_445770","Disease-Healthy",1.60555271628799,0.545700495315053,2.942186657465,28,0.0064778168929851,0.0148064386125374
"34","NP_446290","Disease-Healthy",0.0902028550701362,0.173057380907492,0.521230903860463,28,0.606304320912842,0.661422895541282
"35","NP_476487","Disease-Healthy",1.55916435087341,0.227558617101517,6.85170428056277,28,1.91221979362055e-07,1.83573100187573e-06
"36","NP_602308","Disease-Healthy",0.813297795980814,0.328926341104392,2.47258335483291,23,0.0212377839956093,0.0392082166072787
"37","NP_620183","Disease-Healthy",1.04147468301616,0.277473356152644,3.75342230135864,28,0.000810636844010615,0.00299312065480842
"38","NP_665722","Disease-Healthy",0.918261561405533,0.257815148855667,3.56170521973324,28,0.00134224000866112,0.00429516802771559
"39","NP_758823","Disease-Healthy",-0.701728714656371,0.282494787172464,-2.48404128685024,28,0.0192421495387842,0.0369449271144657
"40","NP_872279","Disease-Healthy",-0.0850360939110724,0.1976369046983,-0.430264246654152,28,0.670297112715541,0.714983586896577
"41","NP_872280","Disease-Healthy",-1.53108978482864,0.564282320861607,-2.7133399864288,28,0.011265746476683,0.022531492953366
"42","S","Disease-Healthy",0.696687785505847,0.229281358548583,3.03857142995001,28,0.00510500037847939,0.0128968430614216
"43","XP_001053003","Disease-Healthy",1.35543966337782,0.276484981757299,4.90239887448078,28,3.62165634095746e-05,0.000193155004851064
"44","XP_001057320","Disease-Healthy",0.368209875147473,0.241724224799146,1.52326427131342,28,0.138908200403223,0.196105694686903
"45","XP_001066264","Disease-Healthy",-0.0431784719061478,0.150731123529914,-0.286460227290607,28,0.776634615267862,0.793158756018242
"46","XP_001067936","Disease-Healthy",0.369595843567984,0.226769966718962,1.6298271279725,28,0.114338126427898,0.166310002076943
"47","XP_001068814","Disease-Healthy",-0.237124687047181,0.209396438911983,-1.13241986482326,28,0.267062680919281,0.346459694165554
"48","XP_216782","Disease-Healthy",-0.199623316272894,0.256927293957409,-0.776964226720052,28,0.443694774621935,0.507079742425068
